qr,qr,qr,qr,qr
-65.75652313232422,-65.75652313232422,-65.75652313232422,-65.75652313232422,-65.75652313232422
-65.76461029052734,-65.76461029052734,-65.76461029052734,-65.76461029052734,-65.76461029052734
-65.77269744873047,-65.77269744873047,-65.77269744873047,-65.77269744873047,-65.77269744873047
-65.78076934814453,-65.78076934814453,-65.78076934814453,-65.78076934814453,-65.78076934814453
-65.7888412475586,-65.7888412475586,-65.7888412475586,-65.7888412475586,-65.7888412475586
-65.7968978881836,-65.7968978881836,-65.7968978881836,-65.7968978881836,-65.7968978881836
-65.80493927001953,-65.80493927001953,-65.80493927001953,-65.80493927001953,-65.80493927001953
-65.81298065185547,-65.81298065185547,-65.81298065185547,-65.81298065185547,-65.81298065185547
-65.82101440429688,-65.82101440429688,-65.82101440429688,-65.82101440429688,-65.82101440429688
-65.82903289794922,-65.82903289794922,-65.82903289794922,-65.82903289794922,-65.82903289794922
-65.83704376220703,-65.83704376220703,-65.83704376220703,-65.83704376220703,-65.83704376220703
-65.84504699707031,-65.84504699707031,-65.84504699707031,-65.84504699707031,-65.84504699707031
-65.85304260253906,-65.85304260253906,-65.85304260253906,-65.85304260253906,-65.85304260253906
-65.86103057861328,-65.86103057861328,-65.86103057861328,-65.86103057861328,-65.86103057861328
-65.86901092529297,-65.86901092529297,-65.86901092529297,-65.86901092529297,-65.86901092529297
-65.8769760131836,-65.8769760131836,-65.8769760131836,-65.8769760131836,-65.8769760131836
-65.88493347167969,-65.88493347167969,-65.88493347167969,-65.88493347167969,-65.88493347167969
-65.89288330078125,-65.89288330078125,-65.89288330078125,-65.89288330078125,-65.89288330078125
-65.90082550048828,-65.90082550048828,-65.90082550048828,-65.90082550048828,-65.90082550048828
-65.90876007080078,-65.90876007080078,-65.90876007080078,-65.90876007080078,-65.90876007080078
-65.91668701171875,-65.91668701171875,-65.91668701171875,-65.91668701171875,-65.91668701171875
-65.92459869384766,-65.92459869384766,-65.92459869384766,-65.92459869384766,-65.92459869384766
-65.93251037597656,-65.93251037597656,-65.93251037597656,-65.93251037597656,-65.93251037597656
-65.9404067993164,-65.9404067993164,-65.9404067993164,-65.9404067993164,-65.9404067993164
-65.94829559326172,-65.94829559326172,-65.94829559326172,-65.94829559326172,-65.94829559326172
-65.9561767578125,-65.9561767578125,-65.9561767578125,-65.9561767578125,-65.9561767578125
-65.96404266357422,-65.96404266357422,-65.96404266357422,-65.96404266357422,-65.96404266357422
-65.97190856933594,-65.97190856933594,-65.97190856933594,-65.97190856933594,-65.97190856933594
-65.9797592163086,-65.9797592163086,-65.9797592163086,-65.9797592163086,-65.9797592163086
-65.98760986328125,-65.98760986328125,-65.98760986328125,-65.98760986328125,-65.98760986328125
-65.99544525146484,-65.99544525146484,-65.99544525146484,-65.99544525146484,-65.99544525146484
-66.0032730102539,-66.0032730102539,-66.0032730102539,-66.0032730102539,-66.0032730102539
-66.01109313964844,-66.01109313964844,-66.01109313964844,-66.01109313964844,-66.01109313964844
-66.0188980102539,-66.0188980102539,-66.0188980102539,-66.0188980102539,-66.0188980102539
-66.02670288085938,-66.02670288085938,-66.02670288085938,-66.02670288085938,-66.02670288085938
-66.03450012207031,-66.03450012207031,-66.03450012207031,-66.03450012207031,-66.03450012207031
-66.04228210449219,-66.04228210449219,-66.04228210449219,-66.04228210449219,-66.04228210449219
-66.05005645751953,-66.05005645751953,-66.05005645751953,-66.05005645751953,-66.05005645751953
-66.05782318115234,-66.05782318115234,-66.05782318115234,-66.05782318115234,-66.05782318115234
-66.06558227539062,-66.06558227539062,-66.06558227539062,-66.06558227539062,-66.06558227539062
-66.07333374023438,-66.07333374023438,-66.07333374023438,-66.07333374023438,-66.07333374023438
-66.08106994628906,-66.08106994628906,-66.08106994628906,-66.08106994628906,-66.08106994628906
-66.08880615234375,-66.08880615234375,-66.08880615234375,-66.08880615234375,-66.08880615234375
-66.09652709960938,-66.09652709960938,-66.09652709960938,-66.09652709960938,-66.09652709960938
-66.10424041748047,-66.10424041748047,-66.10424041748047,-66.10424041748047,-66.10424041748047
-66.11194610595703,-66.11194610595703,-66.11194610595703,-66.11194610595703,-66.11194610595703
-66.11964416503906,-66.11964416503906,-66.11964416503906,-66.11964416503906,-66.11964416503906
-66.12733459472656,-66.12733459472656,-66.12733459472656,-66.12733459472656,-66.12733459472656
-66.13501739501953,-66.13501739501953,-66.13501739501953,-66.13501739501953,-66.13501739501953
-66.14268493652344,-66.14268493652344,-66.14268493652344,-66.14268493652344,-66.14268493652344
-66.15035247802734,-66.15035247802734,-66.15035247802734,-66.15035247802734,-66.15035247802734
-66.15800476074219,-66.15800476074219,-66.15800476074219,-66.15800476074219,-66.15800476074219
-66.1656494140625,-66.1656494140625,-66.1656494140625,-66.1656494140625,-66.1656494140625
-66.17328643798828,-66.17328643798828,-66.17328643798828,-66.17328643798828,-66.17328643798828
-66.18091583251953,-66.18091583251953,-66.18091583251953,-66.18091583251953,-66.18091583251953
-66.18853759765625,-66.18853759765625,-66.18853759765625,-66.18853759765625,-66.18853759765625
-66.19615173339844,-66.19615173339844,-66.19615173339844,-66.19615173339844,-66.19615173339844
-66.20375061035156,-66.20375061035156,-66.20375061035156,-66.20375061035156,-66.20375061035156
-66.21134948730469,-66.21134948730469,-66.21134948730469,-66.21134948730469,-66.21134948730469
-66.21893310546875,-66.21893310546875,-66.21893310546875,-66.21893310546875,-66.21893310546875
-66.22650909423828,-66.22650909423828,-66.22650909423828,-66.22650909423828,-66.22650909423828
-66.23407745361328,-66.23407745361328,-66.23407745361328,-66.23407745361328,-66.23407745361328
-66.24163818359375,-66.24163818359375,-66.24163818359375,-66.24163818359375,-66.24163818359375
-66.24919128417969,-66.24919128417969,-66.24919128417969,-66.24919128417969,-66.24919128417969
-66.2567367553711,-66.2567367553711,-66.2567367553711,-66.2567367553711,-66.2567367553711
-66.26426696777344,-66.26426696777344,-66.26426696777344
